cx,cy,cz,A1,A2,a,b,theta,R3,R4,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.5,-0.9,18.2,-0.1,0,7.3,5.9,25.5,2.2,2.1,-5.08418014657218,-1.0154178568627683,-1.5255332859233022,-0.0797251455951482,-0.2852785962168127,-0.0306852390058338,-0.3411458116024732,-0.0749937200453132,-0.1578375903191045,-1.9433168935356664,-1.2691389750689268,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.1_A2=0_cx=1.5_cy=-0.9_cz=18.2.log
1.5,-0.9,18.2,-0.2,0,7.3,5.9,25.5,2.2,2.1,-5.083740889327601,-1.0482868305407465,-1.5035453357268125,-0.080082826083526,-0.2826744297053665,-0.0311244959011673,-0.3426141848322004,-0.0750125454505905,-0.157774839317426,-1.938403490348719,-1.2683859628159553,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.2_A2=0_cx=1.5_cy=-0.9_cz=18.2.log
1.5,-0.9,18.2,-0.3,0,7.3,5.9,25.5,2.2,2.1,-5.081218299339525,-1.0796246798709035,-1.4792355981189758,-0.0804216817487031,-0.2800702631939202,-0.0315825783181935,-0.3440700082574039,-0.0750313706230372,-0.1576995380455628,-1.933395960601047,-1.2675890253158286,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.3_A2=0_cx=1.5_cy=-0.9_cz=18.2.log
1.5,-0.9,18.2,-0.4,0,7.3,5.9,25.5,2.2,2.1,-5.076621788553894,-1.1094000295270234,-1.452647999394685,-0.0807542619295418,-0.2774535464122891,-0.0320469357538968,-0.3455070061609149,-0.0750376457581296,-0.1576305117923766,-1.928294304292649,-1.2667544371215629,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.4_A2=0_cx=1.5_cy=-0.9_cz=18.2.log
1.4,-1.0,18.1,-0.1,0,7.3,5.9,25.5,2.2,2.1,-4.881183799006976,-0.3644891835283488,-1.4857993526384234,-0.087619221303612,-0.2877698107622564,-0.0372489937581121,-0.340116695035249,-0.0824171632993966,-0.1674573186319321,-1.9686369220726192,-1.3611507664900273,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.1_A2=0_cx=1.4_cy=-1.0_cz=18.1.log
1.4,-1.0,18.1,-0.2,0,7.3,5.9,25.5,2.2,2.1,-4.885049260803498,-0.4201053949072957,-1.4489205901045352,-0.0879894520621746,-0.2852974215056747,-0.0377698268275707,-0.3414470164570957,-0.0824359887046739,-0.1673882926115766,-1.964074924471788,-1.3603852040832862,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.2_A2=0_cx=1.4_cy=-1.0_cz=18.1.log
1.4,-1.0,18.1,-0.3,0,7.3,5.9,25.5,2.2,2.1,-4.887010229518637,-0.4747928911820054,-1.4094251105561852,-0.088359683053568,-0.2828124819789082,-0.0383032104000449,-0.3427522371057421,-0.0824548141099512,-0.1673129913397133,-1.959425075445324,-1.3595945414854214,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.3_A2=0_cx=1.4_cy=-1.0_cz=18.1.log
1.4,-1.0,18.1,-0.4,0,7.3,5.9,25.5,2.2,2.1,-4.88700081652496,-0.5284136207774282,-1.36739449063316,-0.0887173637747764,-0.280308716930449,-0.0388428689911961,-0.3440449077170342,-0.0824673642637208,-0.16723769006785,-1.9546748247230423,-1.3587599530583248,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.4_A2=0_cx=1.4_cy=-1.0_cz=18.1.log
1.4,-1.0,18.2,-0.2,0,7.3,5.9,25.5,2.2,2.1,-4.967538587632589,-0.8029429705347866,-1.479800357017666,-0.0819151555188,-0.2682291492819786,-0.0340298672672361,-0.328237930778414,-0.0779116414487361,-0.1597452206769958,-1.9673944525420664,-1.2649095577653495,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.2_A2=0_cx=1.4_cy=-1.0_cz=18.2.log
1.4,-1.0,18.2,-0.1,0,7.3,5.9,25.5,2.2,2.1,-4.965502317994833,-0.7673380533233285,-1.503488859627396,-0.0815135489683598,-0.2706011373084038,-0.0335404095239937,-0.3270205613225698,-0.0778990915277972,-0.1598016967764124,-1.9703876751009373,-1.26566256955266,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A1=-0.1_A2=0_cx=1.4_cy=-1.0_cz=18.2.log
